Sales Order ID;Order Date;Ship Date ;Sales Order Number;Purchase Order Number;Account Number;Bill To Address ID;Sub Total  ;Tax Amt   ;Freight  ;Total Due;File Name
44218;9/19/2005;9/26/2005;SO44218           ;                     ;10-4030-022109;25548;3578.27;286.2616;89.4568;3953.9884;File 01
44219;9/19/2005;9/26/2005;SO44219           ;                     ;10-4030-014590;16112;699.0982;55.9279;17.4775;772.5036;File 01
44220;9/19/2005;9/26/2005;SO44220           ;                     ;10-4030-011060;22612;3399.99;271.9992;84.9998;3756.989;File 01
44221;9/19/2005;9/26/2005;SO44221           ;                     ;10-4030-017255;13551;3578.27;286.2616;89.4568;3953.9884;File 01
44222;9/19/2005;9/26/2005;SO44222           ;                     ;10-4030-017258;12919;3578.27;286.2616;89.4568;3953.9884;File 01
44223;9/20/2005;9/27/2005;SO44223           ;                     ;10-4030-013847;13169;3578.27;286.2616;89.4568;3953.9884;File 01
44224;9/20/2005;9/27/2005;SO44224           ;                     ;10-4030-028166;15852;3578.27;286.2616;89.4568;3953.9884;File 01
44225;9/21/2005;9/28/2005;SO44225           ;                     ;10-4030-020060;21035;699.0982;55.9279;17.4775;772.5036;File 01
44226;9/21/2005;9/28/2005;SO44226           ;                     ;10-4030-012255;22001;3578.27;286.2616;89.4568;3953.9884;File 01
44227;9/21/2005;9/28/2005;SO44227           ;                     ;10-4030-028401;12314;3374.99;269.9992;84.3748;3729.364;File 01
44228;9/21/2005;9/28/2005;SO44228           ;                     ;10-4030-011333;21300;3399.99;271.9992;84.9998;3756.989;File 01
44229;9/21/2005;9/28/2005;SO44229           ;                     ;10-4030-025886;28792;3399.99;271.9992;84.9998;3756.989;File 01
44230;9/21/2005;9/28/2005;SO44230           ;                     ;10-4030-017241;21831;3578.27;286.2616;89.4568;3953.9884;File 01
44231;9/21/2005;9/28/2005;SO44231           ;                     ;10-4030-017973;24984;699.0982;55.9279;17.4775;772.5036;File 01
44232;9/21/2005;9/28/2005;SO44232           ;                     ;10-4030-017334;26343;3578.27;286.2616;89.4568;3953.9884;File 01
44233;9/22/2005;9/29/2005;SO44233           ;                     ;10-4030-013841;21709;3578.27;286.2616;89.4568;3953.9884;File 01
44234;9/22/2005;9/29/2005;SO44234           ;                     ;10-4030-028184;21579;3578.27;286.2616;89.4568;3953.9884;File 01
44235;9/22/2005;9/29/2005;SO44235           ;                     ;10-4030-022117;19103;3578.27;286.2616;89.4568;3953.9884;File 01
44236;9/22/2005;9/29/2005;SO44236           ;                     ;10-4030-028191;16349;3578.27;286.2616;89.4568;3953.9884;File 01
44237;9/22/2005;9/29/2005;SO44237           ;                     ;10-4030-017056;26177;3578.27;286.2616;89.4568;3953.9884;File 01
44238;9/22/2005;9/29/2005;SO44238           ;                     ;10-4030-017079;25519;3578.27;286.2616;89.4568;3953.9884;File 01
44239;9/23/2005;9/30/2005;SO44239           ;                     ;10-4030-012217;25028;3578.27;286.2616;89.4568;3953.9884;File 01
44240;9/23/2005;9/30/2005;SO44240           ;                     ;10-4030-013580;28968;3578.27;286.2616;89.4568;3953.9884;File 01
44241;9/23/2005;9/30/2005;SO44241           ;                     ;10-4030-028155;12601;3578.27;286.2616;89.4568;3953.9884;File 01
44242;9/23/2005;9/30/2005;SO44242           ;                     ;10-4030-028163;28872;3578.27;286.2616;89.4568;3953.9884;File 01
44243;9/23/2005;9/30/2005;SO44243           ;                     ;10-4030-017278;11492;3578.27;286.2616;89.4568;3953.9884;File 01
44244;9/23/2005;9/30/2005;SO44244           ;                     ;10-4030-017329;20460;3578.27;286.2616;89.4568;3953.9884;File 01
44245;9/23/2005;9/30/2005;SO44245           ;                     ;10-4030-025556;27774;699.0982;55.9279;17.4775;772.5036;File 01
44246;9/24/2005;10/1/2005;SO44246           ;                     ;10-4030-012219;13202;3578.27;286.2616;89.4568;3953.9884;File 01
44247;9/24/2005;10/1/2005;SO44247           ;                     ;10-4030-017233;18024;3578.27;286.2616;89.4568;3953.9884;File 01
44248;9/24/2005;10/1/2005;SO44248           ;                     ;10-4030-017240;11576;3578.27;286.2616;89.4568;3953.9884;File 01
44249;9/25/2005;10/2/2005;SO44249           ;                     ;10-4030-013845;29500;3578.27;286.2616;89.4568;3953.9884;File 01
44250;9/25/2005;10/2/2005;SO44250           ;                     ;10-4030-028167;15037;3578.27;286.2616;89.4568;3953.9884;File 01
44251;9/25/2005;10/2/2005;SO44251           ;                     ;10-4030-028190;18248;3578.27;286.2616;89.4568;3953.9884;File 01
44252;9/26/2005;10/3/2005;SO44252           ;                     ;10-4030-013777;25026;3578.27;286.2616;89.4568;3953.9884;File 01
44253;9/26/2005;10/3/2005;SO44253           ;                     ;10-4030-028099;25136;3578.27;286.2616;89.4568;3953.9884;File 01
44254;9/26/2005;10/3/2005;SO44254           ;                     ;10-4030-028142;22418;3578.27;286.2616;89.4568;3953.9884;File 01
44255;9/26/2005;10/3/2005;SO44255           ;                     ;10-4030-014585;17187;699.0982;55.9279;17.4775;772.5036;File 01
44256;9/26/2005;10/3/2005;SO44256           ;                     ;10-4030-017232;23760;3578.27;286.2616;89.4568;3953.9884;File 01
44257;9/27/2005;10/4/2005;SO44257           ;                     ;10-4030-012212;12582;3578.27;286.2616;89.4568;3953.9884;File 01
44258;9/27/2005;10/4/2005;SO44258           ;                     ;10-4030-013579;26385;3578.27;286.2616;89.4568;3953.9884;File 01
44259;9/27/2005;10/4/2005;SO44259           ;                     ;10-4030-028171;21975;3578.27;286.2616;89.4568;3953.9884;File 01
44260;9/27/2005;10/4/2005;SO44260           ;                     ;10-4030-028194;12481;3578.27;286.2616;89.4568;3953.9884;File 01
44261;9/27/2005;10/4/2005;SO44261           ;                     ;10-4030-022112;18214;3578.27;286.2616;89.4568;3953.9884;File 01
44262;9/27/2005;10/4/2005;SO44262           ;                     ;10-4030-020149;24325;699.0982;55.9279;17.4775;772.5036;File 01
44263;9/27/2005;10/4/2005;SO44263           ;                     ;10-4030-017279;23081;3578.27;286.2616;89.4568;3953.9884;File 01
44264;9/27/2005;10/4/2005;SO44264           ;                     ;10-4030-017286;24057;3578.27;286.2616;89.4568;3953.9884;File 01
44265;9/27/2005;10/4/2005;SO44265           ;                     ;10-4030-025557;15837;699.0982;55.9279;17.4775;772.5036;File 01
44266;9/27/2005;10/4/2005;SO44266           ;                     ;10-4030-025559;24905;699.0982;55.9279;17.4775;772.5036;File 01
44267;9/28/2005;10/5/2005;SO44267           ;                     ;10-4030-019339;23909;699.0982;55.9279;17.4775;772.5036;File 01
44268;9/28/2005;10/5/2005;SO44268           ;                     ;10-4030-013820;23820;3578.27;286.2616;89.4568;3953.9884;File 01
44269;9/29/2005;10/6/2005;SO44269           ;                     ;10-4030-014589;18221;699.0982;55.9279;17.4775;772.5036;File 01
44270;9/30/2005;10/7/2005;SO44270           ;                     ;10-4030-013794;16176;3578.27;286.2616;89.4568;3953.9884;File 01
44271;9/30/2005;10/7/2005;SO44271           ;                     ;10-4030-013846;11454;3578.27;286.2616;89.4568;3953.9884;File 01
44272;9/30/2005;10/7/2005;SO44272           ;                     ;10-4030-012256;23027;3578.27;286.2616;89.4568;3953.9884;File 01
44273;9/30/2005;10/7/2005;SO44273           ;                     ;10-4030-028147;21845;3578.27;286.2616;89.4568;3953.9884;File 01
44274;9/30/2005;10/7/2005;SO44274           ;                     ;10-4030-028152;23688;3578.27;286.2616;89.4568;3953.9884;File 01
44275;9/30/2005;10/7/2005;SO44275           ;                     ;10-4030-017256;15137;3578.27;286.2616;89.4568;3953.9884;File 01
44276;9/30/2005;10/7/2005;SO44276           ;                     ;10-4030-017277;25708;3578.27;286.2616;89.4568;3953.9884;File 01
44277;9/30/2005;10/7/2005;SO44277           ;                     ;10-4030-017288;29634;3578.27;286.2616;89.4568;3953.9884;File 01
44278;9/30/2005;10/7/2005;SO44278           ;                     ;10-4030-017293;19979;3578.27;286.2616;89.4568;3953.9884;File 01
44279;9/30/2005;10/7/2005;SO44279           ;                     ;10-4030-017326;18994;3578.27;286.2616;89.4568;3953.9884;File 01
44280;10/1/2005;10/8/2005;SO44280           ;PO20068171578        ;10-4020-000215;777;57.6808;4.999;1.5622;64.242;File 01
44281;10/1/2005;10/8/2005;SO44281           ;PO18009181739        ;10-4020-000510;1073;419.4589;40.2681;12.5838;472.3108;File 01
44282;10/1/2005;10/8/2005;SO44282           ;PO18473177808        ;10-4020-000442;517;40341.1056;3880.2722;1212.5851;45433.9629;File 01
44283;10/1/2005;10/8/2005;SO44283           ;PO18444150042        ;10-4020-000227;482;43749.2686;4227.3062;1321.0332;49297.608;File 01
44284;10/1/2005;10/8/2005;SO44284           ;PO16588183754        ;10-4020-000146;849;87867.8426;8429.9843;2634.3701;98932.197;File 01
44285;10/1/2005;10/8/2005;SO44285           ;PO16617120120        ;10-4020-000397;876;57739.7358;5560.3534;1737.6104;65037.6996;File 01
44286;10/1/2005;10/8/2005;SO44286           ;PO16008112311        ;10-4020-000511;1074;5538.5094;531.6969;166.1553;6236.3616;File 01
44287;10/1/2005;10/8/2005;SO44287           ;PO15428122091        ;10-4020-000646;629;16292.052;1563.8774;488.7117;18344.6411;File 01
44288;10/1/2005;10/8/2005;SO44288           ;PO14732190246        ;10-4020-000514;529;43803.1432;4223.3908;1319.8096;49346.3436;File 01
44289;10/1/2005;10/8/2005;SO44289           ;PO14384127524        ;10-4020-000504;810;4082.088;391.7208;122.4128;4596.2216;File 01
44290;10/1/2005;10/8/2005;SO44290           ;PO14413160229        ;10-4020-000383;1051;3846.8825;369.3007;115.4065;4331.5897;File 01
44291;10/1/2005;10/8/2005;SO44291           ;PO14123171235        ;10-4020-000578;895;4509.8996;444.9768;139.0552;5093.9316;File 01
44292;10/1/2005;10/8/2005;SO44292           ;PO13949179405        ;10-4020-000643;825;3432.6101;329.4822;102.9632;3865.0555;File 01
44293;10/1/2005;10/8/2005;SO44293           ;PO13775127212        ;10-4020-000618;821;23983.6988;2302.037;719.3866;27005.1224;File 01
44294;10/1/2005;10/8/2005;SO44294           ;PO13862172262        ;10-4020-000119;464;62068.8727;5966.681;1864.5878;69900.1415;File 01
44295;10/1/2005;10/8/2005;SO44295           ;PO12760122918        ;10-4020-000083;458;9475.5306;909.0158;284.0674;10668.6138;File 01
44296;10/1/2005;10/8/2005;SO44296           ;PO12412194442        ;10-4020-000670;631;32383.1098;3108.9064;971.5333;36463.5495;File 01
44297;10/1/2005;10/8/2005;SO44297           ;PO11861112978        ;10-4020-000017;755;10231.4699;981.6471;306.7647;11519.8817;File 01
44298;10/1/2005;10/8/2005;SO44298           ;PO11049118093        ;10-4020-000679;556;27666.4493;2656.7147;830.2234;31153.3874;File 01
44299;10/1/2005;10/8/2005;SO44299           ;PO10817117580        ;10-4020-000203;1021;31624.7504;3035.8574;948.7054;35609.3132;File 01
44300;10/1/2005;10/8/2005;SO44300           ;PO10527120063        ;10-4020-000480;525;7802.8815;748.393;233.8728;8785.1473;File 01
44301;10/1/2005;10/8/2005;SO44301           ;PO10730158868        ;10-4020-000491;1069;29479.3877;2832.6003;885.1876;33197.1756;File 01
44302;10/1/2005;10/8/2005;SO44302           ;PO9947118701         ;10-4020-000603;977;2146.962;206.1084;64.4089;2417.4793;File 01
44303;10/1/2005;10/8/2005;SO44303           ;PO10092142501        ;10-4020-000252;782;5.7;0.494;0.1544;6.3484;File 01
44304;10/1/2005;10/8/2005;SO44304           ;PO10179168311        ;10-4020-000027;911;37499.5521;3607.8761;1127.4613;42234.8895;File 01
44305;10/1/2005;10/8/2005;SO44305           ;PO522153226          ;10-4020-000676;985;18880.6522;1814.8608;567.144;21262.657;File 01
44306;10/1/2005;10/8/2005;SO44306           ;PO1189114917         ;10-4020-000423;955;18648.607;1788.0473;558.7648;20995.4191;File 01
44307;10/1/2005;10/8/2005;SO44307           ;PO1566191208         ;10-4020-000486;808;7758.1202;743.5092;232.3466;8733.976;File 01
44308;10/1/2005;10/8/2005;SO44308           ;PO2552158889         ;10-4020-000506;889;12372.7773;1185.3141;370.4107;13928.5021;File 01
44309;10/1/2005;10/8/2005;SO44309           ;PO3393112350         ;10-4020-000549;971;27612.424;2650.9602;828.4251;31091.8093;File 01
44310;10/1/2005;10/8/2005;SO44310           ;PO4176199014         ;10-4020-000458;958;183.9382;18.1486;5.6714;207.7582;File 01
44311;10/1/2005;10/8/2005;SO44311           ;PO4959115826         ;10-4020-000269;783;7349.9601;708.0939;221.2794;8279.3334;File 01
44312;10/1/2005;10/8/2005;SO44312           ;PO5075136657         ;10-4020-000344;871;2097.2945;201.3403;62.9188;2361.5536;File 01
44313;10/1/2005;10/8/2005;SO44313           ;PO5365138960         ;10-4020-000161;771;26037.0214;2503.8964;782.4676;29323.3854;File 01
44314;10/1/2005;10/8/2005;SO44314           ;PO5626111923         ;10-4020-000166;578;42088.8187;4054.7426;1267.1071;47410.6684;File 01
44315;10/1/2005;10/8/2005;SO44315           ;PO6409154434         ;10-4020-000292;592;2597.0295;248.9004;77.7814;2923.7113;File 01
44316;10/1/2005;10/8/2005;SO44316           ;PO6235117320         ;10-4020-000431;801;3785.5031;363.3115;113.5348;4262.3494;File 01
44317;10/1/2005;10/8/2005;SO44317           ;PO7859142280         ;10-4020-000221;1024;33919.0748;3261.5788;1019.2434;38199.897;File 01
44318;10/1/2005;10/8/2005;SO44318           ;PO8120137646         ;10-4020-000485;807;21090.7731;2025.9951;633.1235;23749.8917;File 01
44319;10/1/2005;10/8/2005;SO44319           ;PO9657142761         ;10-4020-000315;943;34250.3603;3288.8663;1027.7707;38566.9973;File 01
44320;10/1/2005;10/8/2005;SO44320           ;                     ;10-4030-014429;21464;3578.27;286.2616;89.4568;3953.9884;File 01
44321;10/1/2005;10/8/2005;SO44321           ;                     ;10-4030-028222;14070;3578.27;286.2616;89.4568;3953.9884;File 01
44322;10/1/2005;10/8/2005;SO44322           ;                     ;10-4030-017975;24477;699.0982;55.9279;17.4775;772.5036;File 01
44323;10/1/2005;10/8/2005;SO44323           ;                     ;10-4030-011072;25368;3399.99;271.9992;84.9998;3756.989;File 01
44324;10/2/2005;10/9/2005;SO44324           ;                     ;10-4030-012267;13133;3578.27;286.2616;89.4568;3953.9884;File 01
44325;10/2/2005;10/9/2005;SO44325           ;                     ;10-4030-011095;29438;3374.99;269.9992;84.3748;3729.364;File 01
44326;10/2/2005;10/9/2005;SO44326           ;                     ;10-4030-017728;12298;3578.27;286.2616;89.4568;3953.9884;File 01
44327;10/3/2005;10/10/2005;SO44327           ;                     ;10-4030-028598;22765;3578.27;286.2616;89.4568;3953.9884;File 01
44328;10/3/2005;10/10/2005;SO44328           ;                     ;10-4030-017921;26480;3578.27;286.2616;89.4568;3953.9884;File 01
44329;10/3/2005;10/10/2005;SO44329           ;                     ;10-4030-017904;24128;3578.27;286.2616;89.4568;3953.9884;File 01
44330;10/3/2005;10/10/2005;SO44330           ;                     ;10-4030-028199;20591;3578.27;286.2616;89.4568;3953.9884;File 01
44331;10/4/2005;10/11/2005;SO44331           ;                     ;10-4030-028257;27653;3578.27;286.2616;89.4568;3953.9884;File 01
44332;10/4/2005;10/11/2005;SO44332           ;                     ;10-4030-017510;14434;3578.27;286.2616;89.4568;3953.9884;File 01
44333;10/5/2005;10/12/2005;SO44333           ;                     ;10-4030-011343;20041;3399.99;271.9992;84.9998;3756.989;File 01
44334;10/5/2005;10/12/2005;SO44334           ;                     ;10-4030-028273;19059;3578.27;286.2616;89.4568;3953.9884;File 01
44335;10/5/2005;10/12/2005;SO44335           ;                     ;10-4030-020165;28808;699.0982;55.9279;17.4775;772.5036;File 01
44336;10/5/2005;10/12/2005;SO44336           ;                     ;10-4030-025895;23775;3399.99;271.9992;84.9998;3756.989;File 01
44337;10/5/2005;10/12/2005;SO44337           ;                     ;10-4030-011097;22275;3374.99;269.9992;84.3748;3729.364;File 01
44338;10/5/2005;10/12/2005;SO44338           ;                     ;10-4030-018188;27121;3578.27;286.2616;89.4568;3953.9884;File 01
44339;10/5/2005;10/12/2005;SO44339           ;                     ;10-4030-018189;24548;3578.27;286.2616;89.4568;3953.9884;File 01
44340;10/5/2005;10/12/2005;SO44340           ;                     ;10-4030-017354;17243;3578.27;286.2616;89.4568;3953.9884;File 01
44341;10/6/2005;10/13/2005;SO44341           ;                     ;10-4030-025905;15005;3374.99;269.9992;84.3748;3729.364;File 01
44342;10/6/2005;10/13/2005;SO44342           ;                     ;10-4030-014610;28132;699.0982;55.9279;17.4775;772.5036;File 01
44343;10/6/2005;10/13/2005;SO44343           ;                     ;10-4030-017920;29392;3578.27;286.2616;89.4568;3953.9884;File 01
44344;10/7/2005;10/14/2005;SO44344           ;                     ;10-4030-014427;17000;3578.27;286.2616;89.4568;3953.9884;File 01
44345;10/7/2005;10/14/2005;SO44345           ;                     ;10-4030-028200;29819;3578.27;286.2616;89.4568;3953.9884;File 01
44346;10/7/2005;10/14/2005;SO44346           ;                     ;10-4030-014602;17017;699.0982;55.9279;17.4775;772.5036;File 01
44347;10/7/2005;10/14/2005;SO44347           ;                     ;10-4030-017911;20744;3578.27;286.2616;89.4568;3953.9884;File 01
44348;10/8/2005;10/15/2005;SO44348           ;                     ;10-4030-014159;19326;3578.27;286.2616;89.4568;3953.9884;File 01
44349;10/8/2005;10/15/2005;SO44349           ;                     ;10-4030-028243;23987;3578.27;286.2616;89.4568;3953.9884;File 01
44350;10/8/2005;10/15/2005;SO44350           ;                     ;10-4030-028244;21440;3578.27;286.2616;89.4568;3953.9884;File 01
44351;10/8/2005;10/15/2005;SO44351           ;                     ;10-4030-028271;25395;3578.27;286.2616;89.4568;3953.9884;File 01
44352;10/8/2005;10/15/2005;SO44352           ;                     ;10-4030-028297;18394;3578.27;286.2616;89.4568;3953.9884;File 01
44353;10/8/2005;10/15/2005;SO44353           ;                     ;10-4030-014591;13894;699.0982;55.9279;17.4775;772.5036;File 01
44354;10/8/2005;10/15/2005;SO44354           ;                     ;10-4030-014603;17669;699.0982;55.9279;17.4775;772.5036;File 01
44355;10/8/2005;10/15/2005;SO44355           ;                     ;10-4030-011093;14862;3399.99;271.9992;84.9998;3756.989;File 01
44356;10/8/2005;10/15/2005;SO44356           ;                     ;10-4030-011099;14266;3399.99;271.9992;84.9998;3756.989;File 01
44357;10/8/2005;10/15/2005;SO44357           ;                     ;10-4030-017511;19449;3578.27;286.2616;89.4568;3953.9884;File 01
44358;10/8/2005;10/15/2005;SO44358           ;                     ;10-4030-017732;24950;3578.27;286.2616;89.4568;3953.9884;File 01
44359;10/9/2005;10/16/2005;SO44359           ;                     ;10-4030-014525;14909;3578.27;286.2616;89.4568;3953.9884;File 01
44360;10/9/2005;10/16/2005;SO44360           ;                     ;10-4030-014158;28150;3578.27;286.2616;89.4568;3953.9884;File 01
44361;10/9/2005;10/16/2005;SO44361           ;                     ;10-4030-013686;29528;3578.27;286.2616;89.4568;3953.9884;File 01
44362;10/9/2005;10/16/2005;SO44362           ;                     ;10-4030-028259;25556;3578.27;286.2616;89.4568;3953.9884;File 01
44363;10/9/2005;10/16/2005;SO44363           ;                     ;10-4030-028285;19591;3578.27;286.2616;89.4568;3953.9884;File 01
44364;10/9/2005;10/16/2005;SO44364           ;                     ;10-4030-011092;15209;3374.99;269.9992;84.3748;3729.364;File 01
44365;10/9/2005;10/16/2005;SO44365           ;                     ;10-4030-017912;22102;3578.27;286.2616;89.4568;3953.9884;File 01
44366;10/9/2005;10/16/2005;SO44366           ;                     ;10-4030-017502;18162;3578.27;286.2616;89.4568;3953.9884;File 01
44367;10/9/2005;10/16/2005;SO44367           ;                     ;10-4030-025562;12725;699.0982;55.9279;17.4775;772.5036;File 01
44368;10/10/2005;10/17/2005;SO44368           ;                     ;10-4030-014150;24815;3578.27;286.2616;89.4568;3953.9884;File 01
44369;10/10/2005;10/17/2005;SO44369           ;                     ;10-4030-028250;15840;3578.27;286.2616;89.4568;3953.9884;File 01
44370;10/10/2005;10/17/2005;SO44370           ;                     ;10-4030-018193;22156;3578.27;286.2616;89.4568;3953.9884;File 01
44371;10/10/2005;10/17/2005;SO44371           ;                     ;10-4030-017514;12369;3578.27;286.2616;89.4568;3953.9884;File 01
44372;10/10/2005;10/17/2005;SO44372           ;                     ;10-4030-017736;15352;3578.27;286.2616;89.4568;3953.9884;File 01
44373;10/11/2005;10/18/2005;SO44373           ;                     ;10-4030-013767;22873;3578.27;286.2616;89.4568;3953.9884;File 01
44374;10/11/2005;10/18/2005;SO44374           ;                     ;10-4030-014157;22425;3578.27;286.2616;89.4568;3953.9884;File 01
44375;10/11/2005;10/18/2005;SO44375           ;                     ;10-4030-014183;22317;3578.27;286.2616;89.4568;3953.9884;File 01
44376;10/11/2005;10/18/2005;SO44376           ;                     ;10-4030-029399;15257;3374.99;269.9992;84.3748;3729.364;File 01
44377;10/11/2005;10/18/2005;SO44377           ;                     ;10-4030-028234;25441;3578.27;286.2616;89.4568;3953.9884;File 01
44378;10/11/2005;10/18/2005;SO44378           ;                     ;10-4030-025903;20717;3374.99;269.9992;84.3748;3729.364;File 01
44379;10/11/2005;10/18/2005;SO44379           ;                     ;10-4030-011080;23338;3374.99;269.9992;84.3748;3729.364;File 01
44380;10/11/2005;10/18/2005;SO44380           ;                     ;10-4030-017915;14827;3578.27;286.2616;89.4568;3953.9884;File 01
44381;10/12/2005;10/19/2005;SO44381           ;                     ;10-4030-014191;28185;3578.27;286.2616;89.4568;3953.9884;File 01
44382;10/12/2005;10/19/2005;SO44382           ;                     ;10-4030-011341;27268;3399.99;271.9992;84.9998;3756.989;File 01
44383;10/12/2005;10/19/2005;SO44383           ;                     ;10-4030-028268;18794;3578.27;286.2616;89.4568;3953.9884;File 01
44384;10/12/2005;10/19/2005;SO44384           ;                     ;10-4030-028296;14740;3578.27;286.2616;89.4568;3953.9884;File 01
44385;10/12/2005;10/19/2005;SO44385           ;                     ;10-4030-028298;18391;3578.27;286.2616;89.4568;3953.9884;File 01
44386;10/12/2005;10/19/2005;SO44386           ;                     ;10-4030-028587;13429;3578.27;286.2616;89.4568;3953.9884;File 01
44387;10/12/2005;10/19/2005;SO44387           ;                     ;10-4030-011096;14149;3374.99;269.9992;84.3748;3729.364;File 01
44388;10/12/2005;10/19/2005;SO44388           ;                     ;10-4030-017924;12598;3578.27;286.2616;89.4568;3953.9884;File 01
44389;10/12/2005;10/19/2005;SO44389           ;                     ;10-4030-017925;29420;3578.27;286.2616;89.4568;3953.9884;File 01
44390;10/12/2005;10/19/2005;SO44390           ;                     ;10-4030-017353;19930;3578.27;286.2616;89.4568;3953.9884;File 01
44391;10/12/2005;10/19/2005;SO44391           ;                     ;10-4030-017730;17616;3578.27;286.2616;89.4568;3953.9884;File 01
44392;10/12/2005;10/19/2005;SO44392           ;                     ;10-4030-017910;11591;3578.27;286.2616;89.4568;3953.9884;File 01
44393;10/13/2005;10/20/2005;SO44393           ;                     ;10-4030-029398;19855;3399.99;271.9992;84.9998;3756.989;File 01
44394;10/13/2005;10/20/2005;SO44394           ;                     ;10-4030-028246;17298;3578.27;286.2616;89.4568;3953.9884;File 01
44395;10/13/2005;10/20/2005;SO44395           ;                     ;10-4030-028339;24805;3578.27;286.2616;89.4568;3953.9884;File 01
44396;10/13/2005;10/20/2005;SO44396           ;                     ;10-4030-025901;13828;3399.99;271.9992;84.9998;3756.989;File 01
44397;10/13/2005;10/20/2005;SO44397           ;                     ;10-4030-014596;19153;699.0982;55.9279;17.4775;772.5036;File 01
44398;10/13/2005;10/20/2005;SO44398           ;                     ;10-4030-017733;15670;3578.27;286.2616;89.4568;3953.9884;File 01
44399;10/14/2005;10/21/2005;SO44399           ;                     ;10-4030-028240;14067;3578.27;286.2616;89.4568;3953.9884;File 01
44400;10/14/2005;10/21/2005;SO44400           ;                     ;10-4030-028588;28677;3578.27;286.2616;89.4568;3953.9884;File 01
44401;10/14/2005;10/21/2005;SO44401           ;                     ;10-4030-017515;21429;3578.27;286.2616;89.4568;3953.9884;File 01
44402;10/15/2005;10/22/2005;SO44402           ;                     ;10-4030-013666;24255;3578.27;286.2616;89.4568;3953.9884;File 01
44403;10/15/2005;10/22/2005;SO44403           ;                     ;10-4030-019844;28592;3374.99;269.9992;84.3748;3729.364;File 01
44404;10/16/2005;10/23/2005;SO44404           ;                     ;10-4030-028221;20310;3578.27;286.2616;89.4568;3953.9884;File 01
44405;10/16/2005;10/23/2005;SO44405           ;                     ;10-4030-028224;22213;3578.27;286.2616;89.4568;3953.9884;File 01
44406;10/16/2005;10/23/2005;SO44406           ;                     ;10-4030-028299;15475;3578.27;286.2616;89.4568;3953.9884;File 01
44407;10/16/2005;10/23/2005;SO44407           ;                     ;10-4030-011077;26541;3374.99;269.9992;84.3748;3729.364;File 01
44408;10/16/2005;10/23/2005;SO44408           ;                     ;10-4030-011103;17958;3374.99;269.9992;84.3748;3729.364;File 01
44409;10/16/2005;10/23/2005;SO44409           ;                     ;10-4030-025563;27852;699.0982;55.9279;17.4775;772.5036;File 01
44410;10/17/2005;10/24/2005;SO44410           ;                     ;10-4030-028223;21156;3578.27;286.2616;89.4568;3953.9884;File 01
44411;10/17/2005;10/24/2005;SO44411           ;                     ;10-4030-028584;18895;3578.27;286.2616;89.4568;3953.9884;File 01
44412;10/17/2005;10/24/2005;SO44412           ;                     ;10-4030-011100;15173;3374.99;269.9992;84.3748;3729.364;File 01
44413;10/18/2005;10/25/2005;SO44413           ;                     ;10-4030-013606;18273;3578.27;286.2616;89.4568;3953.9884;File 01
44414;10/18/2005;10/25/2005;SO44414           ;                     ;10-4030-028340;22999;3578.27;286.2616;89.4568;3953.9884;File 01
44415;10/18/2005;10/25/2005;SO44415           ;                     ;10-4030-028355;23658;3578.27;286.2616;89.4568;3953.9884;File 01
44416;10/18/2005;10/25/2005;SO44416           ;                     ;10-4030-011069;19064;3399.99;271.9992;84.9998;3756.989;File 01
44417;10/18/2005;10/25/2005;SO44417           ;                     ;10-4030-017917;17795;3578.27;286.2616;89.4568;3953.9884;File 01
44418;10/18/2005;10/25/2005;SO44418           ;                     ;10-4030-017919;19911;3578.27;286.2616;89.4568;3953.9884;File 01
44419;10/18/2005;10/25/2005;SO44419           ;                     ;10-4030-017352;18298;3578.27;286.2616;89.4568;3953.9884;File 01
44420;10/18/2005;10/25/2005;SO44420           ;                     ;10-4030-017512;12829;3578.27;286.2616;89.4568;3953.9884;File 01
44421;10/19/2005;10/26/2005;SO44421           ;                     ;10-4030-013607;16971;3578.27;286.2616;89.4568;3953.9884;File 01
44422;10/19/2005;10/26/2005;SO44422           ;                     ;10-4030-019353;22936;699.0982;55.9279;17.4775;772.5036;File 01
44423;10/19/2005;10/26/2005;SO44423           ;                     ;10-4030-028586;14903;3578.27;286.2616;89.4568;3953.9884;File 01
44424;10/19/2005;10/26/2005;SO44424           ;                     ;10-4030-017916;25498;3578.27;286.2616;89.4568;3953.9884;File 01
44425;10/19/2005;10/26/2005;SO44425           ;                     ;10-4030-017504;21244;3578.27;286.2616;89.4568;3953.9884;File 01
44426;10/20/2005;10/27/2005;SO44426           ;                     ;10-4030-013770;19827;3578.27;286.2616;89.4568;3953.9884;File 01
44427;10/20/2005;10/27/2005;SO44427           ;                     ;10-4030-014146;12373;3578.27;286.2616;89.4568;3953.9884;File 01
44428;10/20/2005;10/27/2005;SO44428           ;                     ;10-4030-028362;18557;3578.27;286.2616;89.4568;3953.9884;File 01
44429;10/20/2005;10/27/2005;SO44429           ;                     ;10-4030-028583;15587;3578.27;286.2616;89.4568;3953.9884;File 01
44430;10/20/2005;10/27/2005;SO44430           ;                     ;10-4030-017927;28503;3578.27;286.2616;89.4568;3953.9884;File 01
44431;10/20/2005;10/27/2005;SO44431           ;                     ;10-4030-017725;27730;3578.27;286.2616;89.4568;3953.9884;File 01
